theta_deg_zhang_sign,moment_mts_centered_nm_zhang_sign,moment_mts_refit_cubic_nm,moment_paper_f0_nm,moment_paper_f500_nm,moment_diff_mts_minus_paper_f0_nm,moment_diff_mts_minus_paper_f500_nm
-9.095164297702983,-6.597100200400802,-6.825370686326286,-32.97052522777123,-48.887062748751454,26.37342502737043,42.28996254835065
-9.07362823586016,-6.565915831663326,-6.786421129239425,-32.792836233601996,-48.671685646357275,26.22692040193867,42.10576981469395
-9.051465968427687,-6.534731462925852,-6.746496442263767,-32.6106662524018,-48.45073169715025,26.075934789475948,41.9160002342244
-9.028677495405562,-6.503547094188376,-6.7056098141025196,-32.42407274893272,-48.22425836589245,25.920525654744345,41.720711271704076
-9.004970967685209,-6.472362725450901,-6.663254428046707,-32.2307392999566,-47.989438493405714,25.758376574505704,41.517075767954815
-8.98017733710989,-6.441178356713427,-6.619150954230127,-32.02938617783832,-47.744696517780625,25.588207821124893,41.303518161067196
-8.955577980134937,-6.409993987975951,-6.575588823287583,-31.830463619245194,-47.502725084481334,25.420469631269242,41.09273109650538
-8.933954996906571,-6.378809619238477,-6.537458119375378,-31.656309461714205,-47.29073070630071,25.277499842475727,40.91192108706223
-8.91236619235485,-6.347625250501001,-6.499537336120063,-31.483082545012568,-47.079723381633556,25.135457294511568,40.73209813113255
-8.890969401585343,-6.316440881763527,-6.462101065478242,-31.31203781142692,-46.87123426420127,24.995596929663392,40.554793382437744
-8.870055168095888,-6.285256513026051,-6.4256504610217,-31.145466547464217,-46.66806309163202,24.860210034438165,40.38280657860597
-8.849623491886483,-6.254072144288577,-6.390175579636788,-30.98332544398891,-46.470166554790254,24.729253299700332,40.216094410501675
-8.82967437295713,-6.222887775551102,-6.355666738650145,-30.82557232505614,-46.27750247773112,24.60268454950504,40.05461470218002
-8.80945402234315,-6.191703406813628,-6.320817713937612,-30.666236440911057,-46.08278098001157,24.47453303409743,39.89107757319794
-8.787415834798715,-6.160519038076152,-6.282983335103197,-30.493219240146825,-45.871196951044574,24.332700202070672,39.71067791296842
-8.763974346888368,-6.129334669338678,-6.242908453716203,-30.309919788267592,-45.646874895322235,24.180585118928914,39.51754022598356
